menor tamanho: 19

226. 0, 3, 6, 1, 4, 7, 2, 4, 6, 0, 4, 1, 7, 5, 3, 1, 5, 0, 2, 5
227. 0, 5, 3, 1, 6, 0, 4, 7, 2, 4, 1, 5, 7, 1, 5, 2, 0, 3, 6, 4
228. 0, 3, 1, 5, 2, 4, 1, 5, 3, 6, 0, 2, 7, 5, 0, 4, 6, 1, 7, 4
229. 0, 2, 7, 1, 5, 7, 4, 1, 6, 3, 1, 5, 3, 0, 4, 2, 5, 0, 6, 4
230. 0, 3, 5, 2, 4, 7, 5, 0, 4, 1, 7, 2, 0, 6, 4, 1, 3, 6, 1, 5
231. 0, 2, 4, 7, 2, 5, 3, 0, 5, 7, 1, 3, 6, 0, 4, 1, 6, 4, 1, 5
232. 0, 3, 1, 5, 3, 6, 0, 2, 7, 4, 2, 5, 7, 1, 4, 6, 1, 5, 0, 4
233. 0, 2, 4, 1, 3, 0, 5, 3, 6, 0, 4, 6, 1, 7, 2, 5, 7, 4, 1, 5
234. 0, 5, 2, 4, 6, 1, 4, 7, 5, 3, 6, 0, 3, 1, 7, 2, 0, 4, 1, 5
235. 0, 4, 1, 7, 2, 0, 6, 3, 5, 0, 3, 1, 4, 7, 5, 2, 4, 6, 1, 5
236. 0, 4, 1, 3, 5, 2, 7, 4, 2, 0, 3, 6, 4, 1, 5, 7, 1, 6, 0, 5
237. 0, 5, 3, 6, 1, 3, 0, 6, 4, 2, 7, 4, 1, 5, 7, 1, 5, 2, 0, 4
238. 0, 4, 7, 2, 4, 1, 3, 6, 0, 5, 3, 0, 2, 5, 7, 1, 4, 6, 1, 5
239. 0, 3, 1, 5, 2, 7, 4, 1, 5, 7, 1, 6, 0, 5, 3, 6, 4, 2, 0, 4
240. 0, 4, 1, 5, 0, 6, 4, 1, 7, 4, 2, 5, 7, 2, 0, 3, 1, 6, 3, 5
241. 0, 4, 6, 3, 0, 2, 5, 3, 1, 5, 0, 6, 1, 5, 7, 2, 4, 1, 7, 4
242. 0, 6, 4, 1, 7, 4, 2, 0, 5, 3, 1, 6, 3, 0, 4, 1, 5, 7, 2, 5
243. 0, 4, 1, 3, 6, 1, 7, 5, 2, 4, 6, 0, 2, 7, 4, 1, 5, 3, 0, 5
244. 0, 5, 7, 4, 1, 7, 2, 5, 3, 0, 2, 4, 1, 3, 6, 0, 4, 6, 1, 5
245. 0, 4, 1, 6, 4, 7, 1, 5, 3, 1, 4, 2, 0, 6, 3, 0, 5, 7, 2, 5
246. 0, 4, 1, 7, 4, 6, 3, 5, 0, 3, 1, 6, 0, 2, 4, 1, 5, 2, 7, 5
247. 0, 5, 7, 2, 4, 6, 1, 4, 7, 1, 5, 2, 0, 4, 1, 3, 6, 0, 3, 5
248. 0, 3, 6, 0, 4, 7, 5, 0, 2, 4, 6, 1, 5, 3, 1, 5, 2, 7, 1, 4
249. 0, 5, 2, 4, 1, 6, 4, 7, 2, 0, 6, 3, 0, 4, 1, 7, 5, 3, 1, 5
250. 0, 4, 2, 5, 0, 3, 6, 1, 5, 7, 4, 6, 0, 2, 7, 1, 5, 3, 1, 4
251. 0, 3, 6, 0, 2, 5, 0, 4, 7, 1, 4, 6, 1, 4, 2, 7, 5, 3, 1, 5
252. 0, 2, 7, 1, 6, 3, 5, 2, 4, 6, 0, 4, 1, 5, 7, 4, 1, 3, 0, 5
253. 0, 3, 6, 1, 4, 7, 2, 5, 7, 1, 3, 5, 0, 4, 6, 0, 2, 4, 1, 5
254. 0, 4, 2, 5, 7, 4, 1, 3, 6, 1, 7, 2, 0, 5, 3, 0, 6, 4, 1, 5
255. 0, 4, 7, 5, 0, 6, 4, 1, 5, 3, 1, 4, 2, 7, 1, 6, 3, 0, 2, 5
256. 0, 2, 7, 4, 1, 5, 0, 4, 1, 3, 0, 6, 4, 2, 5, 3, 6, 1, 7, 5
257. 0, 6, 3, 1, 5, 0, 2, 5, 3, 0, 4, 6, 1, 7, 4, 1, 5, 7, 2, 4
258. 0, 5, 7, 2, 4, 1, 5, 2, 0, 6, 4, 1, 6, 3, 0, 4, 7, 1, 3, 5
259. 0, 2, 4, 1, 7, 5, 0, 6, 1, 5, 3, 1, 4, 6, 3, 0, 4, 7, 2, 5
260. 0, 6, 4, 7, 5, 0, 3, 1, 7, 2, 4, 1, 6, 3, 5, 2, 0, 4, 1, 5
261. 0, 6, 1, 4, 2, 0, 5, 2, 7, 5, 3, 0, 4, 1, 7, 4, 6, 3, 1, 5
262. 0, 4, 1, 5, 3, 1, 4, 6, 1, 7, 4, 2, 0, 3, 6, 0, 5, 7, 2, 5
263. 0, 5, 7, 1, 5, 3, 1, 5, 2, 0, 6, 1, 4, 7, 2, 4, 6, 3, 0, 4
264. 0, 5, 2, 0, 4, 1, 7, 4, 6, 0, 3, 6, 1, 4, 2, 7, 5, 3, 1, 5
265. 0, 3, 5, 0, 6, 3, 1, 5, 7, 1, 6, 4, 1, 5, 2, 4, 7, 2, 0, 4
266. 0, 2, 7, 4, 2, 5, 3, 6, 4, 1, 3, 0, 6, 1, 5, 0, 4, 1, 7, 5
267. 0, 4, 6, 0, 2, 5, 7, 1, 4, 2, 7, 4, 1, 6, 3, 1, 5, 3, 0, 5
268. 0, 5, 2, 7, 4, 2, 0, 6, 4, 1, 6, 3, 1, 5, 7, 1, 5, 3, 0, 4
269. 0, 3, 1, 5, 7, 4, 6, 1, 4, 2, 0, 6, 3, 5, 2, 7, 1, 5, 0, 4
270. 0, 3, 1, 4, 2, 0, 6, 1, 5, 2, 7, 1, 5, 0, 4, 7, 5, 3, 6, 4
271. 0, 5, 7, 1, 4, 7, 2, 0, 3, 1, 5, 3, 6, 0, 4, 6, 1, 5, 2, 4
272. 0, 3, 6, 1, 4, 6, 0, 4, 7, 2, 5, 3, 1, 5, 7, 1, 4, 2, 0, 5
273. 0, 6, 3, 1, 4, 6, 1, 7, 4, 2, 5, 0, 2, 7, 5, 3, 0, 4, 1, 5
274. 0, 3, 6, 4, 1, 5, 3, 1, 4, 2, 5, 0, 4, 7, 2, 0, 6, 1, 7, 5
275. 0, 4, 6, 0, 3, 5, 0, 2, 4, 1, 6, 3, 1, 7, 5, 2, 7, 4, 1, 5
276. 0, 2, 7, 1, 5, 3, 6, 1, 5, 2, 4, 7, 5, 0, 3, 1, 4, 6, 0, 4
277. 0, 2, 7, 1, 4, 6, 0, 3, 6, 1, 3, 5, 7, 4, 2, 5, 0, 4, 1, 5
278. 0, 2, 5, 3, 0, 6, 1, 5, 0, 4, 1, 3, 6, 4, 7, 1, 5, 7, 2, 4
279. 0, 6, 1, 5, 7, 4, 6, 3, 0, 2, 7, 1, 5, 3, 1, 4, 2, 5, 0, 4
280. 0, 2, 5, 7, 4, 1, 3, 5, 0, 4, 1, 6, 3, 0, 6, 4, 2, 7, 1, 5
281. 0, 4, 1, 5, 2, 7, 5, 0, 6, 1, 7, 4, 1, 3, 6, 4, 2, 0, 3, 5
282. 0, 6, 4, 2, 5, 3, 6, 1, 4, 7, 2, 0, 5, 7, 1, 3, 0, 4, 1, 5
283. 0, 6, 4, 1, 5, 0, 4, 7, 2, 5, 3, 0, 2, 4, 1, 6, 3, 1, 7, 5
284. 0, 4, 1, 7, 2, 0, 3, 1, 4, 2, 5, 3, 6, 0, 5, 7, 4, 6, 1, 5
285. 0, 3, 6, 4, 7, 1, 5, 7, 2, 0, 6, 1, 4, 2, 5, 3, 1, 5, 0, 4
286. 0, 4, 7, 2, 5, 7, 1, 4, 6, 1, 3, 6, 0, 2, 4, 1, 5, 0, 3, 5
287. 0, 4, 1, 7, 4, 1, 5, 0, 3, 6, 1, 3, 5, 2, 4, 6, 0, 2, 7, 5
288. 0, 2, 4, 1, 7, 4, 6, 3, 1, 5, 7, 2, 5, 3, 0, 6, 1, 5, 0, 4
289. 0, 4, 1, 3, 0, 2, 5, 7, 4, 1, 6, 0, 5, 3, 6, 4, 2, 7, 1, 5
290. 0, 4, 7, 2, 4, 6, 1, 5, 7, 1, 5, 3, 6, 0, 2, 5, 0, 3, 1, 4
291. 0, 3, 5, 7, 1, 4, 6, 0, 4, 2, 0, 5, 2, 7, 4, 1, 6, 3, 1, 5
292. 0, 6, 3, 0, 4, 1, 3, 5, 0, 2, 4, 1, 6, 4, 7, 2, 5, 7, 1, 5
293. 0, 4, 6, 3, 0, 5, 2, 7, 1, 5, 3, 1, 6, 0, 2, 4, 1, 5, 7, 4
294. 0, 6, 4, 7, 1, 6, 3, 0, 2, 4, 1, 5, 3, 1, 5, 2, 7, 5, 0, 4
295. 0, 2, 7, 5, 0, 4, 1, 5, 2, 4, 1, 3, 0, 6, 1, 7, 4, 6, 3, 5
296. 0, 4, 1, 3, 0, 2, 4, 6, 3, 5, 2, 7, 4, 1, 7, 5, 0, 6, 1, 5
297. 0, 6, 3, 0, 4, 2, 0, 5, 2, 7, 1, 5, 3, 1, 5, 7, 4, 6, 1, 4
298. 0, 6, 4, 7, 5, 3, 6, 1, 4, 2, 7, 1, 5, 0, 4, 1, 3, 0, 2, 5
299. 0, 4, 1, 3, 6, 4, 7, 5, 3, 0, 2, 7, 1, 4, 2, 5, 0, 6, 1, 5
300. 0, 2, 7, 4, 1, 6, 0, 3, 5, 2, 4, 6, 3, 1, 5, 0, 4, 1, 7, 5
301. 0, 4, 1, 7, 2, 0, 3, 1, 5, 0, 6, 4, 7, 5, 3, 6, 1, 5, 2, 4
302. 0, 5, 7, 2, 4, 7, 1, 3, 6, 1, 5, 2, 0, 4, 1, 5, 3, 0, 6, 4
303. 0, 6, 3, 1, 4, 6, 1, 7, 4, 2, 7, 5, 3, 0, 4, 1, 5, 0, 2, 5
304. 0, 2, 4, 1, 6, 3, 1, 7, 2, 5, 7, 4, 6, 0, 4, 1, 5, 3, 0, 5
305. 0, 2, 4, 1, 5, 7, 2, 5, 3, 6, 0, 3, 1, 5, 0, 4, 7, 1, 6, 4
306. 0, 3, 5, 7, 1, 5, 0, 2, 4, 1, 6, 0, 4, 1, 3, 6, 4, 7, 2, 5
307. 0, 4, 2, 0, 5, 2, 7, 4, 6, 1, 5, 3, 0, 6, 3, 1, 5, 7, 1, 4
308. 0, 4, 7, 5, 0, 2, 7, 1, 6, 0, 3, 6, 4, 1, 3, 5, 2, 4, 1, 5
309. 0, 4, 7, 5, 0, 3, 1, 4, 2, 0, 6, 4, 1, 7, 2, 5, 3, 6, 1, 5
310. 0, 5, 7, 4, 1, 5, 3, 1, 5, 2, 7, 1, 6, 3, 0, 2, 4, 6, 0, 4
311. 0, 5, 2, 4, 6, 0, 4, 1, 3, 0, 2, 7, 5, 3, 6, 1, 7, 4, 1, 5
312. 0, 3, 6, 0, 2, 7, 1, 5, 0, 4, 1, 5, 3, 1, 6, 4, 7, 5, 2, 4
313. 0, 6, 4, 2, 0, 3, 6, 1, 4, 7, 5, 3, 1, 5, 0, 4, 1, 7, 2, 5
314. 0, 5, 2, 0, 4, 1, 5, 3, 6, 1, 3, 0, 6, 4, 2, 7, 1, 4, 7, 5
315. 0, 2, 4, 1, 7, 5, 2, 7, 4, 6, 3, 0, 6, 1, 5, 0, 4, 1, 3, 5
